Choose a Filter,Upload an Image,Filtered Image,timestamp
Colorized Sketch,.gradio\flagged\Upload an Image\93693bdc9a3dfc0cff15\download 1.jpg,.gradio\flagged\Filtered Image\d3a18e69d375c9c472fb\image.webp,2024-12-18 20:33:58.771146
